"io scheduler noop registered",0.120000
"io scheduler deadline registered (default)",0.120000
"lf1000-bl lf1000-bl: Using PWM Channel 2 for backlight",0.120000
"lf1000-bl lf1000-bl: PWM rate is 9600000",0.120000
"lf1000-fb lf1000-fb: layers=3, screen=480x272",0.120000
"lf1000-fb lf1000-fb: got IRQ 0",0.120000
"lf1000-fb lf1000-fb: layer=0, xyres=480x272",0.120000
"lf1000-fb lf1000-fb: layer=1, xyres=480x272",0.120000
"lf1000-fb lf1000-fb: layer=2, xyres=480x272",0.120000
"Serial: 8250/16550 driver $Revision: 1.90 $ 1 ports, IRQ sharing disabled",0.150000
"serial8250: ttyS0 at MMIO 0x0 (irq = 10) is a 8250",0.150000
"brd: module loaded",0.160000
"ohci_hcd: USB 1.1 'Open' Host Controller (OHCI) Driver",0.160000
"lf1000-ohci lf1000-ohci: LF1000 OHCI",0.160000
"lf1000-ohci lf1000-ohci: new USB bus registered, assigned bus number 1",0.160000
"lf1000-ohci lf1000-ohci: irq 28, io mem 0xc000d000",0.160000
"after hcd->driver->start",0.230000
"usb usb1: configuration #1 chosen from 1 choice",0.230000
"hub 1-0:1.0: USB hub found",0.230000
"hub 1-0:1.0: 2 ports detected",0.230000
"usb_add_hcd() returns 0",0.230000
"IRQ 31/lf1000-rtc: IRQF_DISABLED is not guaranteed on shared IRQs",0.240000
"LF1000 Real Time Clock driver.",0.240000
"i2c /dev entries driver",0.240000
"Software Watchdog Timer: 0.07 initialized. soft_noboot=0 soft_margin=60 sec (nowayout= 0)",0.310000
"usbcore: registered new interface driver usbhid",0.360000
"usbhid: v2.6:USB HID core driver",0.360000
"MTD: Controller Initialized",0.360000
"nand_get_flash_type(...): Manu_ID = 49, Dev_ID = 49 ",0.370000
"NAND device: Manufacturer ID: 0x49, Chip ID: 0x49 (Unknown NAND 128MiB 1,8V 16-bit)",0.380000
"NAND bus width 8 instead 16 bit",0.380000
"No NAND device found!!!",0.380000
"lf1000-nand lf1000-nand: Failed to find on board NAND",0.380000
"Creating 5 MTD partitions on "lf1000-base":",0.380000
"x000000000000-0x000000100000 : "Emerald_Boot"",0.380000
"mtd: partition "Emerald_Boot" is out of reach -- disabled",0.380000
"x000000100000-0x000000200000 : "I18n_Screens"",0.800000
"mtd: partition "I18n_Screens" is out of reach -- disabled",0.800000
"x000000200000-0x000000a00000 : "Kernel"",0.800000
"mtd: partition "Kernel" is out of reach -- disabled",0.800000
"x000000a00000-0x000006000000 : "RFS"",0.800000
"mtd: partition "RFS" is out of reach -- disabled",0.800000
"x000006000000-0x000000000000 : "Bulk"",0.810000
"mtd: partition "Bulk" is out of reach -- disabled",0.810000
"Probing nor-flash at physical address 0x00000000 (8-bit bankwidth)",0.810000
"Found: SST 39LF040",0.810000
"nor-flash: Found 1 x8 devices at 0x0 in 8-bit bank",0.810000
"number of JEDEC chips: 1",0.810000
"cfi_cmdset_0002: Disabling erase-suspend-program due to code brokenness.",0.810000
"lf1000_flash_probe().96",0.810000
"lf1000_flash_probe().147",0.810000
"Creating 3 MTD partitions on "nor-flash":",0.810000
"x000000000000-0x00000007e000 : "NOR_Boot"",0.810000
"x00000007e000-0x00000007f000 : "MfgData0"",0.810000
"x00000007f000-0x000000080000 : "MfgData1"",0.820000
"input: Power Button as /class/input/input0",0.820000
"input: LF1000 Keyboard as /class/input/input1",0.830000
"resource BUTTON_A (8) port is undefined (-1)",0.830000
"resource BUTTON_A (8) pin is undefined (-1)",0.830000
"resource BUTTON_B (9) port is undefined (-1)",0.830000
"resource BUTTON_B (9) pin is undefined (-1)",0.830000
"resource SHOULDER_LEFT (10) port is undefined (-1)",0.830000
"resource SHOULDER_LEFT (10) pin is undefined (-1)",0.830000
"resource SHOULDER_RIGHT (11) port is undefined (-1)",0.830000
"resource SHOULDER_RIGHT (11) pin is undefined (-1)",0.830000
"resource BUTTON_HOME (12) port is undefined (-1)",0.830000
"resource BUTTON_HOME (12) pin is undefined (-1)",0.830000
"resource BUTTON_HINT (13) port is undefined (-1)",0.830000
"resource BUTTON_HINT (13) pin is undefined (-1)",0.830000
"resource BUTTON_PAUSE (14) port is undefined (-1)",0.830000
"resource BUTTON_PAUSE (14) pin is undefined (-1)",0.830000
"resource BUTTON_BRIGHTNESS (15) port is undefined (-1)",0.830000
"resource BUTTON_BRIGHTNESS (15) pin is undefined (-1)",0.830000
"resource BUTTON_RED (23) port is undefined (-1)",0.830000
"resource BUTTON_RED (23) pin is undefined (-1)",0.830000
"input: LF1000 Accelerometer as /class/input/input2",0.830000
"bma_detect: BMA220 device found",0.840000
"Advanced Linux Sound Architecture Driver Version 1.0.20.",0.850000
"ALSA device list:",0.860000
"No soundcards found.",0.860000
"TCP cubic registered",0.860000
"NET: Registered protocol family 17",0.860000
"Waiting for root device /dev/mmcblk0p3...",0.870000
"mmc0: host does not support reading read-only switch. assuming write-enable.",1.280000
"mmc0: new high speed SD card at address b368",1.280000
"mmcblk0: mmc0:b368 SD04G 1.87 GiB ",1.290000
"mmcblk0: p1 p2 p3 p4",1.290000
"mmcblk0: p4 size 3756024 exceeds device capacity, limited to end of disk",1.290000
"EXT3 FS on mmcblk0p3, internal journal",1.390000
"VFS: Mounted root (ext3 filesystem) on device 179:3.",1.390000
"Freeing init memory: 112K",1.390000
"lf1000-usbgadget lf1000-usbgadget: probe",1.780000
"input: LF1000 USB as /class/input/input3",1.800000
"i2c-adapter i2c-0: no ACK in xfer_write",2.630000
"i2c: no ACK in xfer_read",2.640000
"No device for DAI lf1000-i2s",2.730000
"lfp100-codec 0-00cc: i2c-0xCC lfp100_i2c_probe",2.770000
"didj-asoc didj-asoc: didj_audio_probe.112",2.820000
"asoc: lfp100-codec <-> lf1000-i2s mapping ok",2.830000
"lf1000_pll1_clock_changed.930 TIMER_SYS_TICK=45000",4.330000
"lf1000-usbgadget lf1000-usbgadget: usb_gadget_register_driver 'g_ether'",5.200000
"lf1000-usbgadget lf1000-usbgadget: binding gadget driver 'g_ether'",5.200000
"usb0: MAC 80:38:fd:05:07:63",5.210000
"usb0: HOST MAC 80:38:fd:85:07:63",5.210000
"g_ether gadget: Ethernet Gadget, version: Veterans Day 2009",5.210000
"g_ether gadget: g_ether ready",5.210000
"input: LF1000 touchscreen interface as /class/input/input4",5.430000
"input: LF1000 touchscreen raw as /class/input/input5",5.470000
"input input4: lf1000_ts2: probe done ok",5.480000
"EXT3 FS on mmcblk0p4, internal journal",6.360000
