"nor-flash: Found 1 x8 devices at 0x0 in 8-bit bank",0.82
"number of JEDEC chips: 1",0.82
"cfi_cmdset_0002: Disabling erase-suspend-program due to code brokenness.",0.82
"lf1000_flash_probe().96",0.82
"lf1000_flash_probe().147",0.82
"Creating 3 MTD partitions on "nor-flash":",0.82
"x000000000000-0x00000007e000 : "NOR_Boot"",0.82
"x00000007e000-0x00000007f000 : "MfgData0"",0.82
"x00000007f000-0x000000080000 : "MfgData1"",0.82
"lf1000-power lf1000-power: lf1000_power_probe.956 use LFP100 power control",0.83
"input: Power Button as /class/input/input0",0.83
"lf1000-power lf1000-power: lf1000_power_probe.1005 status is: 1",0.84
"lf1000-power lf1000-power: lf1000_power_probe.1008 have_external is: 1",0.84
"lf1000-power lf1000-power: lf1000_power_probe.1011 initial battery reading is: 6287",0.84
"input: LF1000 Keyboard as /class/input/input1",0.84
"resource BUTTON_A (8) port is undefined (-1)",0.84
"resource BUTTON_A (8) pin is undefined (-1)",0.84
"resource BUTTON_B (9) port is undefined (-1)",0.84
"resource BUTTON_B (9) pin is undefined (-1)",0.84
"resource SHOULDER_LEFT (10) port is undefined (-1)",0.84
"resource SHOULDER_LEFT (10) pin is undefined (-1)",0.84
"resource SHOULDER_RIGHT (11) port is undefined (-1)",0.84
"resource SHOULDER_RIGHT (11) pin is undefined (-1)",0.84
"resource BUTTON_HOME (12) port is undefined (-1)",0.84
"resource BUTTON_HOME (12) pin is undefined (-1)",0.84
"resource BUTTON_HINT (13) port is undefined (-1)",0.84
"resource BUTTON_HINT (13) pin is undefined (-1)",0.84
"resource BUTTON_PAUSE (14) port is undefined (-1)",0.84
"resource BUTTON_PAUSE (14) pin is undefined (-1)",0.84
"resource BUTTON_BRIGHTNESS (15) port is undefined (-1)",0.84
"resource BUTTON_BRIGHTNESS (15) pin is undefined (-1)",0.84
"resource BUTTON_RED (23) port is undefined (-1)",0.84
"resource BUTTON_RED (23) pin is undefined (-1)",0.84
"input: LF1000 Accelerometer as /class/input/input2",0.84
"bma_detect: BMA220 device found",0.85
"Advanced Linux Sound Architecture Driver Version 1.0.20.",0.86
"ALSA device list:",0.87
"No soundcards found.",0.87
"TCP cubic registered",0.87
"NET: Registered protocol family 17",0.87
"lf1000_rtc_readtime(): 2011-01-01 00:42:04",0.88
"lf1000-rtc lf1000-rtc: setting system clock to 2011-01-01 00:42:04 UTC (1293842524)",0.88
"Waiting for root device /dev/mmcblk0p3...",0.88
"mmc0: host does not support reading read-only switch. assuming write-enable.",1.29
"mmc0: new high speed SD card at address b368",1.29
"mmcblk0: mmc0:b368 SD04G 1.87 GiB ",1.30
"mmcblk0: p1 p2 p3 p4",1.30
"mmcblk0: p4 size 3756024 exceeds device capacity, limited to end of disk",1.30
"kjournald starting.  Commit interval 5 seconds",1.40
"EXT3 FS on mmcblk0p3, internal journal",1.40
"EXT3-fs: mounted filesystem with writeback data mode.",1.40
"VFS: Mounted root (ext3 filesystem) on device 179:3.",1.40
"Freeing init memory: 112K",1.40
"End mount -a",1.70
"lf1000-usbgadget lf1000-usbgadget: probe",1.79
"input: LF1000 USB as /class/input/input3",1.81
"End mdev",2.61
"i2c-adapter i2c-0: no ACK in xfer_write",2.65
"i2c: no ACK in xfer_read",2.65
"No device for DAI lf1000-i2s",2.74
"lfp100-codec 0-00cc: i2c-0xCC lfp100_i2c_probe",2.78
"didj-asoc didj-asoc: didj_audio_probe.112",2.83
"asoc: lfp100-codec <-> lf1000-i2s mapping ok",2.84
"Bgn app",3.64
"Bgn AppManager",4.27
"lf1000_pll1_clock_changed.930 TIMER_SYS_TICK=45000",4.32
"End display legal",4.33
"Bgn sounds/startup.wav",4.60
"lf1000-usbgadget lf1000-usbgadget: usb_gadget_register_driver 'g_ether'",5.37
"lf1000-usbgadget lf1000-usbgadget: binding gadget driver 'g_ether'",5.37
"usb0: MAC 80:38:fd:03:65:01",5.39
"usb0: HOST MAC 80:38:fd:83:65:01",5.39
"g_ether gadget: Ethernet Gadget, version: Veterans Day 2009",5.39
"g_ether gadget: g_ether ready",5.39
"End usbether",5.41
"Bgn mounts at 2s",5.64
"input: LF1000 touchscreen interface as /class/input/input4",5.70
"input: LF1000 touchscreen raw as /class/input/input5",5.76
"input input4: lf1000_ts2: probe done ok",5.78
"End touchscreen",5.82
"kjournald starting.  Commit interval 5 seconds[DUPE]",6.16
"EXT3 FS on mmcblk0p4, internal journal",6.41
"EXT3-fs: mounted filesystem with writeback data mode.[DUPE]",6.41
"End mounts",6.51
"End setcal",6.69
"AppManager: Entered main function: ",6.97
"End sounds/startup.wav",7.06
"AppManager: Bgn Init Logging: ",7.33
"AppManager: Bgn Get Splash Json: ",7.35
"AppManager: Start splash video: ",8.37
"AppManager: Bgn InitMutex: ",8.38
"AppManager: End SetupSystem: ",8.40
"AppManager: End Init CLogFile: ",8.42
"AppManager: End Load DidjPatches: ",8.43
"AppManager: Bgn Set Profile Logging: ",8.43
"AppManager: End Set Profile Logging: ",8.47
"AppManager: End Set Power & USB: ",8.48
"AppManager: Bgn Load main.swf: ",8.48
"AppManager: End Load main.swf: ",9.53
"AppManager: UI loaded: ",9.53
"AppManager: Flash Player: Begin Constructing DidjPlayer: ",9.53
"AppManager: FlashPlayer: Begin Create SI Library: ",9.54
"AppManager: FlashPlayer: End Create SI Library: ",9.54
"AppManager: Flash Player: End Constructing DidjPlayer: ",9.55
"AppManager: FlashPlayer: Begin Load Movie: ",9.59
"AppManager: FlashPlayer: Begin Create Player: ",9.60
"AppManager: FlashPlayer: End Create Player: ",10.00
"AppManager: FlashPlayer: Begin Set MIME Types: ",10.00
"AppManager: FlashPlayer: End Set MIME Types: ",10.01
"AppManager: FlashPlayer: Begin Set SWF Data Buffer: ",10.01
"AppManager: FlashPlayer: End Set SWF Data Buffer: ",10.03
"AppManager: FlashPlayer: End Load Movie: ",10.03
"AppManager: UI entered: ",10.03
"AppManager: UI updated: ",12.01
"AppManager: End splash video: ",13.62
"Bgn Rest of networking at 10s",13.66
"Bgn CartManager",14.19
"End dbus-1",14.88
"End networking",15.66
"End avahi-daemon",16.14
"End vbus start",16.26
"End Rest of networking",16.31
"Bgn Version Logging at 15s",18.69
"End Version Logging",19.76
"Bgn power-button",34.53
"AppManager: Start shutdown video: ",37.89
"AppManager: End shutdown video: ",40.09
"End AppManager exit(0)",41.62
"Bgn Shutting down system",41.73
"End dbus-1 stop",41.81
"End vsftpd stop",41.87
"End telnetd stop",41.95
"End vbus stop",42.03
"End networking stop",42.11
"End usbether stop",42.52
"Bgn killall mainapp",42.60
"End killall mainapp",42.69
"Bgn umount -a",42.97
